scientificName,PopulationSize.range
Euastacus guwinus,NA
Euastacus girurmulayn,NA
Cherax papuanus,NA
Engaewa reducta,NA
Engaewa walpolea,NA
Euastacus balanensis,NA
Euastacus spinichelatus,NA
Euastacus guruhgi,NA
Tenuibranchiurus glypticus,NA
Euastacus simplex,NA
Euastacus jagabar,NA
Euastacus rieki,NA
Engaewa pseudoreducta,NA
Cambarellus areolatus,NA
Cambarellus prolixus,NA
Ombrastacoides denisoni,NA
Euastacus claytoni,NA
Euastacus bidawalus,NA
Euastacus polysetosus,NA
Euastacus suttoni,NA
Euastacus hirsutus,NA
Euastacus pilosus,NA
Euastacus mirangudjin,NA
Procambarus digueti,NA
Distocambarus hunteri,NA
Procambarus ortmannii,NA
Procambarus citlaltepetl,NA
Cambarellus patzcuarensis,NA
Cambarus eeseeohensis,NA
Cambarus veitchorum,NA
Procambarus bouvieri,NA
Procambarus contrerasi,NA
Procambarus catemacoensis,NA
Procambarus lylei,NA
Procambarus cavernicola,NA
Procambarus paradoxus,NA
Fallicambarus jeanae,NA
Cambarus clivosus,NA
Procambarus machardyi,10
Procambarus roberti,NA
Cambarus jonesi,NA
Procambarus hortonhobbsi,NA
Orconectes sheltae,NA
Orconectes pardalotus,NA
Cambarus cracens,NA
Orconectes eupunctus,NA
Procambarus ruthveni,NA
Procambarus regiomontanus,NA
Procambarus zihuateutlensis,NA
Orconectes jeffersoni,NA
Orconectes shoupi,NA
Orconectes bisectus,NA
Orconectes incomptus,NA
Orconectes saxatilis,696
Orconectes wrighti,NA
Orconectes peruncus,NA
Orconectes quadruncus,NA
Orconectes packardi,NA
Enneapterygius namarrgon,NA
Axoclinus multicinctus,NA
Malacoctenus zonogaster,NA
Paraclinus magdalenae,NA
Lepidonectes corallicola,NA
Osteolaemus tetraspis,NA
Otomys occidentalis,NA
Melanophryniscus langonei,NA
Pacifastacus fortis,NA
Raja undulata,NA
Lamiopsis temminckii,NA
Glyphis siamensis,NA
Dipturus australis,NA
Atelomycterus baliensis,NA
Temera hardwickii,NA
Pedostibes tuberculosus,NA
Cambarus laconensis,5
Cambarus speleocoopi,NA
Holacanthus clarionensis,NA
Euastacus maccai,NA
Phaeognathus hubrichti,NA
Orconectes taylori,NA
Chaetodontoplus vanderloosi,1500
Cerberus microlepis,NA
Philoria frosti,NA
Makaira nigricans,NA
Kajikia albida,NA
Brookesia karchei,NA
Furcifer rhinoceratus,NA
Calumma tsaratananense,NA
Palleon nasus,NA
Brookesia ramanantsoai,NA
Calumma hafahafa,NA
Calumma furcifer,NA
Brookesia dentata,NA
Calumma globifer,NA
Calumma cucullatum,NA
Calumma capuroni,NA
Brookesia ebenaui,NA
Calumma andringitraense,NA
Brookesia vadoni,NA
Furcifer nicosiai,NA
Brookesia bonsi,NA
Calumma vencesi,NA
Brookesia decaryi,NA
Brookesia lineata,NA
Calumma oshaughnessyi,NA
Calumma hilleniusi,NA
Calumma jejy,NA
Calumma tsycorne,NA
Plagiodontia aedium,NA
Plethodon stormi,NA
Plethodon shenandoah,NA
Brookesia bekolosy,NA
Brookesia exarmata,NA
Brookesia tuberculata,NA
Brookesia valerieae,NA
Calumma gallus,NA
Calumma glawi,NA
Calumma peyrierasi,NA
Plethodon fourchensis,NA
Plethodon hubrichti,NA
Enhydris longicauda,NA
Gyiophis vorisi,NA
Aipysurus foliosquama,NA
Laticauda schistorhynchus,NA
Hydrophis semperi,NA
Aipysurus fuscus,NA
Aipysurus apraefrontalis,NA
Zamia stricta,NA
Ceratozamia zoquorum,300
Cycas elephantipes,NA
Ceratozamia mirandae,1000-1500
Cycas saxatilis,5000
Cycas shanyaensis,NA
Zamia katzeriana,50-1000
Macrozamia machinii,NA
Dioon angustifolium,20000
Cycas zambalensis,NA
Cycas candida,5000
Ceratozamia huastecorum,NA
Zamia elegantissima,NA
Ceratozamia vovidesii,NA
Dioon argenteum,3000-4000
Cycas cupida,2000
Cycas annaikalensis,80-100
Zamia oreillyi,2300
Ecsenius kurti,NA
Procambarus acherontis,NA
Procambarus apalachicolae,NA
Procambarus attiguus,NA
Procambarus brazoriensis,NA
Procambarus cometes,NA
Procambarus delicatus,NA
Procambarus econfinae,NA
Procambarus erythrops,500
Procambarus franzi,NA
Procambarus leitheuseri,NA
Procambarus milleri,NA
Procambarus orcinus,NA
Procambarus morrisi,NA
Cambarus pecki,NA
Procambarus escambiensis,NA
Microthrissa minuta,NA
Nannothrissa stewarti,NA
Poecilothrissa moeruensis,NA
Myxodagnus sagitta,NA
Xyrichtys victori,NA
Labrisomus jenkinsi,NA
Hypsoblennius proteus,NA
Gillellus chathamensis,NA
Lepidonectes bimaculatus,NA
Halichoeres salmofasciatus,NA
Thalassoma virens,NA
Dactyloscopus lacteus,NA
Paraclinus fehlmanni,NA
Halichoeres malpelo,NA
Acanthemblemaria mangognatha,NA
Dialommus fuscus,NA
Halichoeres discolor,NA
Acanthemblemaria atrata,NA
Axoclinus rubinoffi,NA
Halichoeres insularis,NA
Proteus anguinus,NA
Halichoeres adustus,NA
Platygillellus rubellulus,NA
Starksia galapagensis,NA
Axoclinus cocoensis,NA
Acanthemblemaria castroi,NA
Paraclinus walkeri,NA
Gobioclinus dendriticus,NA
Acanthemblemaria stephensi,NA
Labrisomus socorroensis,NA
Chaenopsis schmitti,NA
Psephurus gladius,0-50
Cherax leckii,NA
Zamia restrepoi,0-50
Pseudophryne corroboree,NA
Pseudophryne australis,NA
Agathis moorei,NA
Pseudoscaphirhynchus fedtschenkoi,NA
Pseudoscaphirhynchus hermanni,NA
Pseudoscaphirhynchus kaufmanni,NA
Raorchestes chlorosomma,NA
Raorchestes kaikatti,NA
Raorchestes marki,NA
Coris bulbifrons,NA
Pteropus melanotus,NA
Conniella apterygia,NA
Tautoga onitis,NA
Bodianus scrofa,NA
Pteropus poliocephalus,NA
Achoerodus gouldii,NA
Labrus viridis,NA
Zamia erosa,2000-3000
Xanthophryne tigerina,NA
Raorchestes resplendens,300
Rana muscosa,NA
Lithobates onca,NA
Rana pretiosa,NA
Lithobates subaquavocalis,NA
Ranodon sibiricus,NA
Calumma tarzan,NA
Gnetum globosum,NA
Gnetum oxycarpum,NA
Gnetum acutum,NA
Gnetum contractum,NA
Rhinolophus canuti,NA
Ololygon belloni,NA
Paramyxine cheni,NA
Paramyxine fernholmi,NA
Paramyxine nelsoni,NA
Paramyxine taiwanae,NA
Eptatretus longipinnis,NA
Eptatretus octatrema,NA
Myxine garmani,NA
Myxine paucidens,NA
Myxine sotoi,NA
Rousettus spinalatus,NA
Rubrisciurus rubriventer,NA
Scomberomorus concolor,NA
Solomys ponceleti,NA
Solomys salebrosus,NA
Spalax arenarius,15000-20000
Speleomantes flavus,NA
Speleomantes genei,NA
Speleomantes supramontis,NA
Rattus vandeuseni,NA
Suncus montanus,NA
Arvicola sapidus,NA
Taudactylus acutirostris,NA
Taudactylus eungellensis,NA
Taudactylus pleione,NA
Taudactylus rheophilus,NA
Tenualosa thibaudeaui,NA
Thoropa lutzi,NA
Thoropa petropolitana,NA
Thunnus maccoyii,NA
Thunnus obesus,NA
Thunnus thynnus,NA
Astacopsis gouldi,NA
Astacus astacus,NA
Trichechus manatus,NA
Austropotamobius pallipes,NA
Babyrousa babyrussa,NA
Batrachoseps simatus,NA
Batrachoseps stebbinsi,NA
Batrachoseps campi,NA
Afghanodon mustersi,NA
Paradactylodon gorganensis,NA
Eleutherodactylus tonyi,NA
Eleutherodactylus casparii,NA
Eleutherodactylus goini,NA
Juniperus bermudiana,NA
Abies numidica,NA
Araucaria heterophylla,NA
Taxus floridana,NA
Torreya taxifolia,999
Agathis ovata,9999
Araucaria bernieri,9999
Araucaria biramulata,9999
Araucaria humboldtensis,9999
Araucaria luxurians,2499
Araucaria nemorosa,4000-5000
Araucaria rulei,NA
Araucaria schmidii,999
Araucaria scopulorum,NA
Callitris sulcata,2499
Libocedrus chevalieri,NA
Libocedrus yateensis,NA
Neocallitropsis pancheri,2500-9999
Dacrydium guillauminii,99
Agathis lanceolata,9999
Podocarpus decumbens,NA
Parasitaxus usta,9999
Podocarpus polyspermus,NA
Picea koyamae,1000
Abies koreana,NA
Thuja koraiensis,250-1000
Taiwania cryptomerioides,NA
Agathis flavescens,999
Budorcas taxicolor,NA
Anaxyrus exsul,NA
Anaxyrus houstonensis,NA
Anaxyrus canorus,NA
Anaxyrus nelsoni,NA
Camellia chrysantha,NA
Abies yuanbaoshanensis,250-590
Abies ziyuanensis,250-1970
Taxus wallichiana,NA
Laplacea curtyana,NA
Burramys parvus,NA
Retrophyllum minus,2499
Abies squamata,NA
Wollemia nobilis,NA
Cambarus zophonastes,NA
Cambarus obeyensis,NA
Cambarus aculabrum,40
Cambarus subterraneus,34
Cambarus tartarus,NA
Cambarus harti,NA
Cambarus cymatilis,NA
Cambarus elkensis,NA
Canis simensis,197
Gordonia villosa,NA
Carcharhinus plumbeus,NA
Carcharias taurus,NA
Taxus contorta,NA
Eurycea rathbuni,NA
Carcharhinus borneensis,NA
Dipturus batis,NA
Hemitriakis leucoperiptera,NA
Mustelus mustelus,NA
Glyphis glyphis,250-2500
Sarcophilus harrisii,NA
Litoria andiirrmalin,NA
Litoria booroolongensis,NA
Litoria cooloolensis,NA
Litoria freycineti,NA
Litoria olongburensis,NA
Litoria subglandulosa,NA
Cophixalus mcdonaldi,NA
Cophixalus neglectus,NA
Cophixalus saxatilis,NA
Crinia tinnula,NA
Heleioporus australiacus,NA
Pseudophryne covacevichae,NA
Pseudophryne pengilleyi,NA
Spicospina flammocaerulea,NA
Cophixalus concinnus,NA
Praomys degraaffi,NA
Quasipaa fasciculispina,NA
Alcalus tasanae,NA
Encephalartos relictus,0
Encephalartos aemulans,100-250
Encephalartos brevifoliolatus,0
Encephalartos cupidus,300-500
Encephalartos dolomiticus,151
Encephalartos dyerianus,450-500
Encephalartos equatorialis,100-300
Hemigaleus microstoma,NA
Encephalartos heenanii,420
Encephalartos laevifolius,700-820
Encephalartos latifrons,60-100
Encephalartos middelburgensis,120
Encephalartos msinganus,100-200
Encephalartos munchii,17-296
Encephalartos nubimontanus,0
Encephalartos pterogonus,10-246
Nebrius ferrugineus,NA
Negaprion acutidens,NA
Cycas desolata,1000-2500
Encephalartos arenarius,850-1500
Cycas silvestris,2500-10000
Macrozamia crassifolia,NA
Encephalartos chimanimaniensis,1000-1500
Macrozamia cranei,1000-2500
Encephalartos concinnus,210-500
Macrozamia humilis,1000-2500
Encephalartos eugene-maraisii,982-1200
Macrozamia lomandroides,28000
Encephalartos horridus,3000-7000
Cycas semota,2500-10000
Encephalartos kisambo,5000
Cycas tuckeri,2500-10000
Encephalartos lebomboensis,5000
Encephalartos altensteinii,4000-10000
Macrozamia plurinervia,1000-2500
Encephalartos aplanatus,2000-4000
Encephalartos barteri,10000-15000
Encephalartos delucanus,300-500
Encephalartos ghellinckii,8000-10000
Encephalartos gratus,20000
Cycas armstrongii,100000
Encephalartos humilis,4500-10000
Encephalartos macrostrobilus,200-300
Encephalartos manikensis,10000
Encephalartos ngoyanus,4300-5000
Encephalartos paucidentatus,3000-5000
Encephalartos princeps,3500-5000
Encephalartos schaijesii,1000-5000
Encephalartos senticosus,5000-10000
Encephalartos trispinosus,3500-10000
Macrozamia cardiacensis,10000-50000
Encephalartos umbeluziensis,1000-1500
Encephalartos whitelockii,8000
Encephalartos marunguensis,1000-1200
Encephalartos schmitzii,5000-10000
Stangeria eriopus,100000
Encephalartos kanga,49
Cycas megacarpa,372964
Cycas platyphylla,2500-10000
Macrozamia conferta,2500-10000
Macrozamia elegans,2500-10000
Macrozamia flexuosa,2500-10000
Macrozamia pauli-guilielmi,2500
Macrozamia spiralis,1000-2500
Macrozamia occidua,1000-2500
Macrozamia parcifolia,1000-2500
Macrozamia secunda,10000-12000
Macrozamia viridis,1000-3000
Cycas cairnsiana,2500-10000
Cycas ophiolitica,364988
Cycas micholitzii,10000
Cycas bifida,10000-12000
Cycas nongnoochiae,10000
Cycas pachypoda,2500-10000
Cycas pectinata,200000-250000
Cycas guizhouensis,10000-12000
Cycas panzhihuaensis,250000
Macrozamia platyrhachis,611315
Cycas circinalis,6000-7000
Cycas falcata,NA
Cycas javana,NA
Cycas nathorstii,5000
Cycas riuminiana,1000-1500
Cycas wadei,5000
Cycas zeylanica,NA
Ceratozamia euryphyllidia,340
Cycas beddomei,20000-30000
Cycas chamaoensis,2500-10000
Cycas debaoensis,1125
Cycas hongheensis,100
Cycas szechuanensis,300
Cycas tansachana,2500-10000
Cycas aculeata,250-2500
Cycas changjiangensis,2000
Cycas hainanensis,10000
Cycas hoabinhensis,2500-10000
Cycas multipinnata,1000-2500
Cycas taiwaniana,1000-5000
Cycas condaoensis,2500-10000
Cycas collina,2500-10000
Cycas diannanensis,5000
Cycas elongata,10000-12000
Cycas inermis,10000
Cycas lindstromii,10000
Cycas macrocarpa,10000
Cycas pranburiensis,2500-10000
Cycas seemannii,10000-12000
Cycas segmentifida,10000
Cycas siamensis,10000-12000
Cycas taitungensis,10000
Ceratozamia fuscoviridis,NA
Zamia acuminata,5000
Ceratozamia kuesteriana,250-500
Ceratozamia norstogii,2000
Ceratozamia zaragozae,50
Dioon caputoi,300-500
Microcycas calocoma,1540-4000
Zamia amplifolia,1000
Zamia disodon,400
Zamia hymenophyllidia,150-200
Zamia inermis,300-500
Zamia macrochiera,100
Zamia montana,100
Zamia monticola,200-250
Zamia prasina,100
Zamia cunaria,10000
Zamia portoricensis,400-500
Ceratozamia mixeorum,8500
Zamia spartea,2000-2500
Zamia urep,250
Zamia angustifolia,NA
Zamia vazquezii,50
Zamia pygmaea,200-250
Zamia wallisii,50
Ceratozamia alvarezii,600-1000
Ceratozamia becerrae,350-400
Ceratozamia hildae,500-1000
Ceratozamia matudae,800-1600
Ceratozamia morettii,1000
Ceratozamia sabatoi,550-1000
Ceratozamia whitelockiana,2200-2500
Dioon holmgrenii,10500
Dioon sonorense,2400
Araucaria montana,NA
Dioon tomasellii,6000
Zamia cremnophila,1000
Zamia dressleri,1000
Zamia fischeri,2000-3000
Zamia lacandona,500
Zamia melanorrhachis,1000-1300
Zamia purpurea,2000
Zamia skinneri,500
Zamia variegata,5000-10000
Ceratozamia latifolia,6000-10000
Ceratozamia mexicana,500000-750000
Ceratozamia microstrobila,5000-15000
Ceratozamia miqueliana,600-800
Ceratozamia robusta,2500-6000
Dioon califanoi,3000-4000
Dioon merolae,3500
Dioon purpusii,3130
Dioon rzedowskii,3000
Dioon spinulosum,5000
Zamia encephalartoides,5000
Zamia furfuracea,10000
Zamia gentryi,10-250
Zamia herrerae,1000
Zamia ipetiensis,2000
Zamia soconuscensis,5000
Zamia standleyi,5000
Zamia lucayana,1000-1500
Zamia neurophyllidia,4000-5000
Abies pinsapo,NA
Podocarpus longefoliolatus,400-500
Spalax zemni,NA
Glyphis garricki,NA
Potamonautes gonocristatus,NA
Potamonautes idjiwiensis,NA
Potamonautes ignestii,NA
Potamonautes infravallatus,NA
Potamonautes pilosus,NA
Potamonautes platycentron,NA
Potamonautes raybouldi,NA
Potamonautes unisulcatus,NA
Rhinolophus hilli,NA
Fukomys kafuensis,NA
Otomys lacustris,NA
Otomys burtoni,NA
Cheilinus undulatus,NA
Cherax tenuimanus,NA
Chelonia mydas,NA
Cherax destructor,NA
Clupeonella abrau,NA
Coelops robinsoni,NA
Philoria kundagungan,NA
Philoria loveridgei,NA
Philoria sphagnicolus,NA
Ghatophryne ornata,NA
Ghatophryne rubigina,NA
Ansonia siamensis,NA
Atelopus arthuri,NA
Atelopus boulengeri,NA
Bombina lichuanensis,NA
Atelopus coynei,NA
Anaxyrus baxteri,NA
Rhaebo caeruleostictus,NA
Anaxyrus californicus,NA
Atelopus spumarius,NA
Rhinella amabilis,NA
Peltophryne cataulaciceps,NA
Xanthophryne koynayensis,NA
Peltophryne longinasus,NA
Peltophryne empusa,NA
Peltophryne fluviatica,NA
Peltophryne fracta,NA
Peltophryne guentheri,NA
Peltophryne gundlachi,NA
Peltophryne taladai,NA
Duttaphrynus scorteccii,NA
Osornophryne guacamayo,NA
Osornophryne sumacoensis,NA
Dendrophryniscus carvalhoi,NA
Melanophryniscus devincenzii,NA
Melanophryniscus dorsalis,NA
Melanophryniscus macrogranulosus,NA
Melanophryniscus montevidensis,NA
Melanophryniscus orejasmirandai,NA
Osornophryne antisana,NA
Centrolene buckleyi,NA
Centrolene gemmatum,NA
Nymphargus siren,NA
Nymphargus anomalus,NA
Nymphargus cochranae,NA
Nymphargus megacheirus,NA
Hyloxalus anthracinus,NA
Hyloxalus cevallosi,NA
Allobates kingsburyi,NA
Hyloxalus toachi,NA
Allobates olfersioides,NA
Hyloxalus vertebralis,NA
Argenteohyla siemersi,NA
Gastrotheca cornuta,NA
Gastrotheca lauzuricae,NA
Gastrotheca riobambae,NA
Boana cymbalum,NA
Litoria daviesae,NA
Crocidura stenocephala,NA
Ololygon alcatraz,NA
Crocidura allex,NA
Adelophryne baturitensis,NA
Adelophryne maranguapensis,NA
Pristimantis acerus,NA
Eleutherodactylus acmonis,NA
Pristimantis actites,NA
Eleutherodactylus adelus,NA
Eleutherodactylus albipes,NA
Eleutherodactylus blairhedgesi,NA
Eleutherodactylus amadeus,NA
Eleutherodactylus caribe,NA
Eleutherodactylus apostates,NA
Pristimantis atratus,NA
Eleutherodactylus audanti,NA
Eleutherodactylus auriculatoides,NA
Eleutherodactylus bakeri,NA
Pristimantis balionotus,NA
Eleutherodactylus bartonsmithi,NA
Pristimantis baryecuus,NA
Eleutherodactylus bresslerae,NA
Eleutherodactylus brevirostris,NA
Pristimantis dissimulatus,NA
Eleutherodactylus dolomedes,NA
Eleutherodactylus emiliae,NA
Eleutherodactylus chlorophenax,NA
Pristimantis ernesti,NA
Eleutherodactylus etheridgei,NA
Pristimantis eugeniae,NA
Eleutherodactylus eunaster,NA
Strabomantis cornutus,NA
Eleutherodactylus corona,NA
Eleutherodactylus counouspeus,NA
Pristimantis cremnobates,NA
Pristimantis crenunguis,NA
Pristimantis crucifer,NA
Pristimantis cryophilius,NA
Eleutherodactylus cubanus,NA
Eleutherodactylus darlingtoni,NA
Pristimantis devillei,NA
Pristimantis duellmani,NA
Eleutherodactylus hypostenor,NA
Eleutherodactylus iberia,NA
Pristimantis ignicolor,NA
Pristimantis floridus,NA
Eleutherodactylus intermedius,NA
Eleutherodactylus fowleri,NA
Pristimantis inusitatus,NA
Eleutherodactylus ionthus,NA
Eleutherodactylus furcyensis,NA
Eleutherodactylus jaumei,NA
Pristimantis gentryi,NA
Eleutherodactylus glamyrus,NA
Eleutherodactylus glandulifer,NA
Eleutherodactylus glanduliferoides,NA
Eleutherodactylus jugans,NA
Pristimantis glandulosus,NA
Eleutherodactylus glaphycompus,NA
Eleutherodactylus klinikowskii,NA
Eleutherodactylus grahami,NA
Eleutherodactylus lamprotes,NA
Eleutherodactylus greyi,NA
Eleutherodactylus guanahacabibes,NA
Eleutherodactylus guantanamera,NA
Eleutherodactylus gundlachi,NA
Eleutherodactylus haitianus,NA
Pristimantis hamiotae,NA
Strabomantis helonotus,NA
Eleutherodactylus heminota,NA
Pristimantis incanus,NA
Pristimantis modipeplus,NA
Eleutherodactylus leberi,NA
Eleutherodactylus montanus,NA
Pristimantis muricatus,NA
Eleutherodactylus leoncei,NA
Eleutherodactylus limbatus,NA
Pristimantis lividus,NA
Pristimantis nigrogriseus,NA
Eleutherodactylus nortoni,NA
Eleutherodactylus lucioi,NA
Pristimantis nyctophylax,NA
Eleutherodactylus mariposa,NA
Eleutherodactylus melacara,NA
Eleutherodactylus minutus,NA
Eleutherodactylus pituinus,NA
Pristimantis ocreatus,NA
Eleutherodactylus probolaeus,NA
Pristimantis prolatus,NA
Pristimantis pteridophilus,NA
Pristimantis orestes,NA
Eleutherodactylus orientalis,NA
Pristimantis ornatissimus,NA
Eleutherodactylus oxyrhyncus,NA
Pristimantis pycnodermis,NA
Pristimantis pyrrhomerus,NA
Eleutherodactylus parabates,NA
Eleutherodactylus parapelates,NA
Pristimantis pastazensis,NA
Eleutherodactylus patriciae,NA
Eleutherodactylus paulsoni,NA
Pristimantis percultus,NA
Eleutherodactylus pezopetrus,NA
Eleutherodactylus pictissimus,NA
Eleutherodactylus pinarensis,NA
Eleutherodactylus poolei,NA
Pristimantis simonbolivari,NA
Eleutherodactylus rhodesi,NA
Pristimantis surdus,NA
Eleutherodactylus ricordii,NA
Eleutherodactylus symingtoni,NA
Eleutherodactylus rivularis,NA
Eleutherodactylus ronaldi,NA
Pristimantis tenebrionis,NA
Pristimantis rubicundus,NA
Eleutherodactylus rufifemoralis,NA
Eleutherodactylus ruthae,NA
Eleutherodactylus schmidti,NA
Eleutherodactylus schwartzi,NA
Eleutherodactylus sciagraphus,NA
Eleutherodactylus simulans,NA
Pristimantis sobetes,NA
Eleutherodactylus tetajulia,NA
Eleutherodactylus thomasi,NA
Eleutherodactylus thorectes,NA
Pristimantis thymalopsoides,NA
Eupsophus contulmoensis,NA
Eupsophus nahuelbutensis,NA
Eleutherodactylus toa,NA
Pristimantis truebae,NA
Eleutherodactylus turquinensis,NA
Eleutherodactylus varians,NA
Eleutherodactylus ventrilineatus,NA
Pristimantis vertebralis,NA
Pristimantis vidua,NA
Eleutherodactylus warreni,NA
Eleutherodactylus wetmorei,NA
Eleutherodactylus zeus,NA
Eleutherodactylus zugi,NA
Euparkerella robusta,NA
Euparkerella tridactyla,NA
Lynchius simmonsi,NA
Proceratophrys moratoi,NA
Physalaemus soaresi,NA
Physalaemus atlanticus,NA
Telmatobius vellardi,NA
Philoria pughi,NA
Philoria richmondensis,NA
Telmatobius cirrhacelis,NA
Telmatobius niger,NA
Scutiger maculatus,NA
Scutiger nepalensis,NA
Scutiger ningshanensis,NA
Leptobrachium echinatum,NA
Megophrys brachykolos,NA
Megophrys gigantica,NA
Cophixalus monticola,NA
Cophixalus aenigma,NA
Dasypops schirchi,NA
Microhyla sholigari,NA
Nasikabatrachus sahyadrensis,NA
Pelobates varaldii,NA
Indirana brachytarsus,NA
Indirana diplosticta,NA
Indirana gundia,NA
Micrixalus gadgili,NA
Indirana leithii,NA
Indirana leptodactyla,NA
Micrixalus kottigeharensis,NA
Indirana phrynoderma,NA
Micrixalus nudis,NA
Micrixalus phyllophilus,NA
Minervarya sahyadris,NA
Nyctibatrachus aliciae,NA
Nyctibatrachus beddomii,NA
Nyctibatrachus deccanensis,NA
Nyctibatrachus humayuni,NA
Nyctibatrachus karnatakaensis,NA
Limnonectes heinrichi,NA
Nyctibatrachus major,NA
Nyctibatrachus minor,NA
Nyctibatrachus sanctipalustris,NA
Nyctibatrachus vasanthi,NA
Ingerana borealis,NA
Pterorana khare,NA
Quasipaa boulengeri,NA
Nanorana liui,NA
Nanorana minica,NA
Quasipaa robertingeri,NA
Nanorana rostandi,NA
Quasipaa spinosa,NA
Nanorana yunnanensis,NA
Ingerana charlesdarwini,NA
Lithobates chiricahuensis,NA
Pelophylax chosenicus,NA
Lithobates okaloosae,NA
Odorrana junlianensis,NA
Rana longicrus,NA
Lithobates sevosus,NA
Lithobates tarahumarae,NA
Pelophylax tenggerensis,NA
Theloderma moloch,NA
Pseudophilautus pleurotaenia,NA
Pseudophilautus asankai,NA
Pseudophilautus reticulatus,NA
Raorchestes bombayensis,NA
Raorchestes sanctisilvaticus,NA
Raorchestes chalazodes,NA
Raorchestes charius,NA
Philautus garo,NA
Raorchestes glandulosus,NA
Raorchestes griet,NA
Pseudophilautus macropus,NA
Pseudophilautus schmarda,NA
Raorchestes shillongensis,NA
Raorchestes signatus,NA
Raorchestes graminirupes,NA
Pseudophilautus amboli,NA
Raorchestes dubois,NA
Raorchestes munnarensis,NA
Raorchestes ponmudi,NA
Raorchestes bobingeri,NA
Polypedates insularis,NA
Zhangixalus arvalis,NA
Zhangixalus aurantiventris,NA
Rhacophorus lateralis,NA
Batrachuperus karlschmidti,NA
Batrachuperus pinchonii,NA
Rhacophorus pseudomalabaricus,NA
Hynobius amjiensis,NA
Hynobius arisanensis,NA
