assessmentId,internalTaxonId,scientificName,code,name,note,redlistCategory
3186676,10268,Huso dauricus,5.1.1,Legislation,NA,Critically Endangered
3186676,10268,Huso dauricus,5.1.2,Legislation,NA,Critically Endangered
3186676,10268,Huso dauricus,3.1.2,Species management,NA,Critically Endangered
3186676,10268,Huso dauricus,5.2,Policies and regulations,NA,Critically Endangered
3186676,10268,Huso dauricus,1.2,Resource & habitat protection,NA,Critically Endangered
3186676,10268,Huso dauricus,4.1,Formal education,NA,Critically Endangered
3186676,10268,Huso dauricus,1.1,Site/area protection,NA,Critically Endangered
3186676,10268,Huso dauricus,3.1.1,Species management,NA,Critically Endangered
3186676,10268,Huso dauricus,2.3,Habitat & natural process restoration,NA,Critically Endangered
3187455,10269,Huso huso,5.2,Policies and regulations,NA,Critically Endangered
3187455,10269,Huso huso,3.1.2,Species management,NA,Critically Endangered
3187455,10269,Huso huso,5.1.2,Legislation,NA,Critically Endangered
3187455,10269,Huso huso,5.1.1,Legislation,NA,Critically Endangered
3187455,10269,Huso huso,3.4.1,Ex-situ conservation,NA,Critically Endangered
3187455,10269,Huso huso,4.3,Awareness & communications,NA,Critically Endangered
3187455,10269,Huso huso,2.1,Site/area management,NA,Critically Endangered
3187455,10269,Huso huso,3.4.2,Ex-situ conservation,NA,Critically Endangered
3187455,10269,Huso huso,2.3,Habitat & natural process restoration,NA,Critically Endangered
3187455,10269,Huso huso,3.1.1,Species management,NA,Critically Endangered
3187455,10269,Huso huso,1.1,Site/area protection,NA,Critically Endangered
3192334,10304,Hydromantes brunus,2.1,Site/area management,NA,Vulnerable
3192334,10304,Hydromantes brunus,1.1,Site/area protection,NA,Vulnerable
3192713,10305,Hydromantes shastae,2.1,Site/area management,NA,Vulnerable
3198060,10355,Bokermannohyla izecksohni,1.1,Site/area protection,NA,Critically Endangered
3198060,10355,Bokermannohyla izecksohni,1.2,Resource & habitat protection,NA,Critically Endangered
3198943,10543,Hylobates agilis,3.1.2,Species management,NA,Endangered
3198943,10543,Hylobates agilis,5.4.2,Compliance and enforcement,NA,Endangered
3198943,10543,Hylobates agilis,4.3,Awareness & communications,NA,Endangered
3198943,10543,Hylobates agilis,2.1,Site/area management,NA,Endangered
3198943,10543,Hylobates agilis,3.1.1,Species management,NA,Endangered
3198943,10543,Hylobates agilis,1.1,Site/area protection,NA,Endangered
3198943,10543,Hylobates agilis,1.2,Resource & habitat protection,NA,Endangered
3199263,10547,Hylobates klossii,5.4.2,Compliance and enforcement,NA,Endangered
3199263,10547,Hylobates klossii,4.3,Awareness & communications,NA,Endangered
3199263,10547,Hylobates klossii,2.1,Site/area management,NA,Endangered
3199263,10547,Hylobates klossii,3.1.1,Species management,NA,Endangered
3199263,10547,Hylobates klossii,1.1,Site/area protection,NA,Endangered
3199263,10547,Hylobates klossii,1.2,Resource & habitat protection,NA,Endangered
3199263,10547,Hylobates klossii,4.1,Formal education,NA,Endangered
3199623,10548,Hylobates lar,5.4.2,Compliance and enforcement,NA,Endangered
3199623,10548,Hylobates lar,4.3,Awareness & communications,NA,Endangered
3199623,10548,Hylobates lar,2.1,Site/area management,NA,Endangered
3199623,10548,Hylobates lar,3.1.1,Species management,NA,Endangered
3199623,10548,Hylobates lar,1.1,Site/area protection,NA,Endangered
3199623,10548,Hylobates lar,1.2,Resource & habitat protection,NA,Endangered
3199941,10550,Hylobates moloch,2.1,Site/area management,NA,Endangered
3199941,10550,Hylobates moloch,3.1.1,Species management,NA,Endangered
3199941,10550,Hylobates moloch,1.1,Site/area protection,NA,Endangered
3200582,10552,Hylobates pileatus,4.3,Awareness & communications,NA,Endangered
3200582,10552,Hylobates pileatus,2.1,Site/area management,NA,Endangered
3200582,10552,Hylobates pileatus,3.1.1,Species management,NA,Endangered
3200582,10552,Hylobates pileatus,1.1,Site/area protection,NA,Endangered
3200582,10552,Hylobates pileatus,4.1,Formal education,NA,Endangered
3200582,10552,Hylobates pileatus,1.2,Resource & habitat protection,NA,Endangered
3204803,10613,Hynobius abei,5.4.2,Compliance and enforcement,NA,Critically Endangered
3204803,10613,Hynobius abei,1.2,Resource & habitat protection,NA,Critically Endangered
3205400,10615,Hynobius hidamontanus,2.1,Site/area management,NA,Endangered
3205400,10615,Hynobius hidamontanus,2.3,Habitat & natural process restoration,NA,Endangered
3205568,10616,Hynobius okiensis,3.4.1,Ex-situ conservation,NA,Critically Endangered
3205568,10616,Hynobius okiensis,1.1,Site/area protection,NA,Critically Endangered
3205568,10616,Hynobius okiensis,1.2,Resource & habitat protection,NA,Critically Endangered
3205893,10618,Hynobius takedai,2.1,Site/area management,NA,Endangered
3205893,10618,Hynobius takedai,1.1,Site/area protection,NA,Endangered
3229615,1095,Ambystoma mexicanum,3.1.2,Species management,NA,Critically Endangered
3229615,1095,Ambystoma mexicanum,4.3,Awareness & communications,NA,Critically Endangered
3229615,1095,Ambystoma mexicanum,2.2,Invasive/problematic species control,NA,Critically Endangered
3229615,1095,Ambystoma mexicanum,2.3,Habitat & natural process restoration,NA,Critically Endangered
3229615,1095,Ambystoma mexicanum,3.1.1,Species management,NA,Critically Endangered
3229615,1095,Ambystoma mexicanum,1.1,Site/area protection,NA,Critically Endangered
3229615,1095,Ambystoma mexicanum,1.2,Resource & habitat protection,NA,Critically Endangered
3231434,10966,Kerivoula africana,2.1,Site/area management,NA,Endangered
3231434,10966,Kerivoula africana,1.1,Site/area protection,NA,Endangered
3234573,1098,Ambystoma californiense,3.2,Species recovery,NA,Vulnerable
3234573,1098,Ambystoma californiense,2.1,Site/area management,NA,Vulnerable
3234573,1098,Ambystoma californiense,2.3,Habitat & natural process restoration,NA,Vulnerable
3234573,1098,Ambystoma californiense,1.1,Site/area protection,NA,Vulnerable
3234573,1098,Ambystoma californiense,1.2,Resource & habitat protection,NA,Vulnerable
3236962,1099,Ambystoma cingulatum,4.3,Awareness & communications,NA,Vulnerable
3236962,1099,Ambystoma cingulatum,2.1,Site/area management,NA,Vulnerable
3236962,1099,Ambystoma cingulatum,2.3,Habitat & natural process restoration,NA,Vulnerable
3236962,1099,Ambystoma cingulatum,1.1,Site/area protection,NA,Vulnerable
3236962,1099,Ambystoma cingulatum,1.2,Resource & habitat protection,NA,Vulnerable
3259920,11175,Lagothrix lagothricha,2.1,Site/area management,NA,Vulnerable
3274238,11374,Latidens salimalii,5.4.3,Compliance and enforcement,NA,Endangered
3274238,11374,Latidens salimalii,5.4.2,Compliance and enforcement,NA,Endangered
3274238,11374,Latidens salimalii,6.1,Linked enterprises & livelihood alternatives,NA,Endangered
3274238,11374,Latidens salimalii,4.3,Awareness & communications,NA,Endangered
3274238,11374,Latidens salimalii,2.1,Site/area management,NA,Endangered
3274238,11374,Latidens salimalii,1.2,Resource & habitat protection,NA,Endangered
3288917,1151,Ammotragus lervia,5.4.3,Compliance and enforcement,NA,Vulnerable
3288917,1151,Ammotragus lervia,5.4.2,Compliance and enforcement,NA,Vulnerable
3288917,1151,Ammotragus lervia,2.1,Site/area management,NA,Vulnerable
3288917,1151,Ammotragus lervia,5.4.1,Compliance and enforcement,NA,Vulnerable
3288917,1151,Ammotragus lervia,3.1.1,Species management,NA,Vulnerable
3288917,1151,Ammotragus lervia,1.1,Site/area protection,NA,Vulnerable
3289886,11503,Leontopithecus caissara,3.4.1,Ex-situ conservation,NA,Critically Endangered
3289886,11503,Leontopithecus caissara,4.3,Awareness & communications,NA,Critically Endangered
3289886,11503,Leontopithecus caissara,6.1,Linked enterprises & livelihood alternatives,NA,Critically Endangered
3289886,11503,Leontopithecus caissara,4.2,Training,NA,Critically Endangered
3289886,11503,Leontopithecus caissara,2.1,Site/area management,NA,Critically Endangered
3289886,11503,Leontopithecus caissara,2.3,Habitat & natural process restoration,NA,Critically Endangered
3289886,11503,Leontopithecus caissara,1.1,Site/area protection,NA,Critically Endangered
3289886,11503,Leontopithecus caissara,1.2,Resource & habitat protection,NA,Critically Endangered
3290864,11505,Leontopithecus chrysopygus,3.3.1,Species re-introduction,NA,Endangered
3290864,11505,Leontopithecus chrysopygus,3.4.1,Ex-situ conservation,NA,Endangered
3290864,11505,Leontopithecus chrysopygus,4.3,Awareness & communications,NA,Endangered
3290864,11505,Leontopithecus chrysopygus,2.1,Site/area management,NA,Endangered
3290864,11505,Leontopithecus chrysopygus,2.3,Habitat & natural process restoration,NA,Endangered
3290864,11505,Leontopithecus chrysopygus,1.1,Site/area protection,NA,Endangered
3292503,11534,Lepidochelys olivacea,3.1.2,Species management,NA,Vulnerable
3292503,11534,Lepidochelys olivacea,5.4.3,Compliance and enforcement,NA,Vulnerable
3292503,11534,Lepidochelys olivacea,5.4.2,Compliance and enforcement,NA,Vulnerable
3292503,11534,Lepidochelys olivacea,4.3,Awareness & communications,NA,Vulnerable
3292503,11534,Lepidochelys olivacea,5.4.1,Compliance and enforcement,NA,Vulnerable
3292503,11534,Lepidochelys olivacea,2.1,Site/area management,NA,Vulnerable
3292503,11534,Lepidochelys olivacea,2.2,Invasive/problematic species control,NA,Vulnerable
3292503,11534,Lepidochelys olivacea,3.1.1,Species management,NA,Vulnerable
3292503,11534,Lepidochelys olivacea,1.1,Site/area protection,NA,Vulnerable
3292503,11534,Lepidochelys olivacea,1.2,Resource & habitat protection,NA,Vulnerable
3325402,12143,Litoria aurea,5.1.2,Legislation,NA,Vulnerable
3325402,12143,Litoria aurea,3.2,Species recovery,NA,Vulnerable
3325402,12143,Litoria aurea,5.4.3,Compliance and enforcement,NA,Vulnerable
3325402,12143,Litoria aurea,5.4.2,Compliance and enforcement,NA,Vulnerable
3325402,12143,Litoria aurea,2.1,Site/area management,NA,Vulnerable
3325402,12143,Litoria aurea,2.2,Invasive/problematic species control,NA,Vulnerable
3325402,12143,Litoria aurea,2.3,Habitat & natural process restoration,NA,Vulnerable
3325402,12143,Litoria aurea,1.1,Site/area protection,NA,Vulnerable
3325725,12144,Litoria brevipalmata,5.1.3,Legislation,NA,Endangered
3325725,12144,Litoria brevipalmata,5.1.2,Legislation,NA,Endangered
3325725,12144,Litoria brevipalmata,3.2,Species recovery,NA,Endangered
3325725,12144,Litoria brevipalmata,5.4.3,Compliance and enforcement,NA,Endangered
3325725,12144,Litoria brevipalmata,5.4.2,Compliance and enforcement,NA,Endangered
3325725,12144,Litoria brevipalmata,4.3,Awareness & communications,NA,Endangered
3325725,12144,Litoria brevipalmata,4.2,Training,NA,Endangered
3325725,12144,Litoria brevipalmata,2.3,Habitat & natural process restoration,NA,Endangered
3325725,12144,Litoria brevipalmata,1.1,Site/area protection,NA,Endangered
3325725,12144,Litoria brevipalmata,4.1,Formal education,NA,Endangered
3325725,12144,Litoria brevipalmata,1.2,Resource & habitat protection,NA,Endangered
3325983,12145,Litoria castanea,2.2,Invasive/problematic species control,NA,Critically Endangered
3325983,12145,Litoria castanea,1.2,Resource & habitat protection,NA,Critically Endangered
3326626,12148,Litoria nannotis,5.4.3,Compliance and enforcement,NA,Endangered
3326626,12148,Litoria nannotis,5.4.2,Compliance and enforcement,NA,Endangered
3326626,12148,Litoria nannotis,2.1,Site/area management,NA,Endangered
3326626,12148,Litoria nannotis,2.2,Invasive/problematic species control,NA,Endangered
3326835,12149,Litoria nyakalensis,3.4.1,Ex-situ conservation,NA,Critically Endangered
3326835,12149,Litoria nyakalensis,2.2,Invasive/problematic species control,NA,Critically Endangered
3327269,12151,Litoria piperata,3.4.1,Ex-situ conservation,NA,Critically Endangered
3327269,12151,Litoria piperata,2.2,Invasive/problematic species control,NA,Critically Endangered
3327269,12151,Litoria piperata,1.2,Resource & habitat protection,NA,Critically Endangered
3327812,12153,Litoria rheocola,3.2,Species recovery,NA,Endangered
3327812,12153,Litoria rheocola,2.1,Site/area management,NA,Endangered
3327812,12153,Litoria rheocola,1.1,Site/area protection,NA,Endangered
3328048,12154,Litoria spenceri,3.4.1,Ex-situ conservation,NA,Critically Endangered
3328048,12154,Litoria spenceri,2.2,Invasive/problematic species control,NA,Critically Endangered
3328048,12154,Litoria spenceri,1.2,Resource & habitat protection,NA,Critically Endangered
3328557,12156,Litoria lorica,3.4.1,Ex-situ conservation,NA,Critically Endangered
3338689,12375,Loris tardigradus,3.1.2,Species management,NA,Endangered
3338689,12375,Loris tardigradus,4.3,Awareness & communications,NA,Endangered
3338689,12375,Loris tardigradus,2.1,Site/area management,NA,Endangered
3338689,12375,Loris tardigradus,3.1.1,Species management,NA,Endangered
3338689,12375,Loris tardigradus,1.1,Site/area protection,NA,Endangered
3338689,12375,Loris tardigradus,4.1,Formal education,NA,Endangered
3338689,12375,Loris tardigradus,1.2,Resource & habitat protection,NA,Endangered
3339343,12392,Loxodonta africana,5.4.1,Compliance and enforcement,NA,Vulnerable
3339343,12392,Loxodonta africana,2.1,Site/area management,NA,Vulnerable
3339343,12392,Loxodonta africana,3.1.1,Species management,NA,Vulnerable
3339343,12392,Loxodonta africana,1.1,Site/area protection,NA,Vulnerable
3339343,12392,Loxodonta africana,4.2,Training,NA,Vulnerable
3339343,12392,Loxodonta africana,6.1,Linked enterprises & livelihood alternatives,NA,Vulnerable
3339343,12392,Loxodonta africana,4.3,Awareness & communications,NA,Vulnerable
3339343,12392,Loxodonta africana,5.4.2,Compliance and enforcement,NA,Vulnerable
3339343,12392,Loxodonta africana,5.4.3,Compliance and enforcement,NA,Vulnerable
3339343,12392,Loxodonta africana,5.1.1,Legislation,NA,Vulnerable
3339343,12392,Loxodonta africana,3.2,Species recovery,NA,Vulnerable
3339343,12392,Loxodonta africana,5.1.2,Legislation,NA,Vulnerable
3339343,12392,Loxodonta africana,3.1.2,Species management,NA,Vulnerable
3339343,12392,Loxodonta africana,5.1.3,Legislation,NA,Vulnerable
3339343,12392,Loxodonta africana,3.1.3,Species management,NA,Vulnerable
3339343,12392,Loxodonta africana,4.1,Formal education,NA,Vulnerable
3339343,12392,Loxodonta africana,1.2,Resource & habitat protection,NA,Vulnerable
3354519,12548,Macaca arctoides,3.1.2,Species management,NA,Vulnerable
3354519,12548,Macaca arctoides,2.1,Site/area management,NA,Vulnerable
3354519,12548,Macaca arctoides,3.1.1,Species management,NA,Vulnerable
3354519,12548,Macaca arctoides,1.1,Site/area protection,NA,Vulnerable
3354519,12548,Macaca arctoides,1.2,Resource & habitat protection,NA,Vulnerable
3356200,12553,Macaca maura,4.3,Awareness & communications,NA,Endangered
3356200,12553,Macaca maura,2.1,Site/area management,NA,Endangered
3356200,12553,Macaca maura,3.1.1,Species management,NA,Endangered
3356200,12553,Macaca maura,1.1,Site/area protection,NA,Endangered
3356200,12553,Macaca maura,4.1,Formal education,NA,Endangered
3356200,12553,Macaca maura,1.2,Resource & habitat protection,NA,Endangered
3356892,12555,Macaca nemestrina,5.1.2,Legislation,NA,Vulnerable
3356892,12555,Macaca nemestrina,5.4.2,Compliance and enforcement,NA,Vulnerable
3356892,12555,Macaca nemestrina,2.1,Site/area management,NA,Vulnerable
3356892,12555,Macaca nemestrina,3.1.1,Species management,NA,Vulnerable
3356892,12555,Macaca nemestrina,1.1,Site/area protection,NA,Vulnerable
3356892,12555,Macaca nemestrina,1.2,Resource & habitat protection,NA,Vulnerable
3357272,12556,Macaca nigra,3.1.2,Species management,NA,Critically Endangered
3357272,12556,Macaca nigra,5.4.2,Compliance and enforcement,NA,Critically Endangered
3357272,12556,Macaca nigra,4.3,Awareness & communications,NA,Critically Endangered
3357272,12556,Macaca nigra,2.1,Site/area management,NA,Critically Endangered
3357272,12556,Macaca nigra,3.1.1,Species management,NA,Critically Endangered
3357272,12556,Macaca nigra,1.2,Resource & habitat protection,NA,Critically Endangered
3357511,12557,Macaca ochreata,5.1.2,Legislation,NA,Vulnerable
3357511,12557,Macaca ochreata,5.4.2,Compliance and enforcement,NA,Vulnerable
3357511,12557,Macaca ochreata,2.1,Site/area management,NA,Vulnerable
3357511,12557,Macaca ochreata,1.1,Site/area protection,NA,Vulnerable
3357511,12557,Macaca ochreata,1.2,Resource & habitat protection,NA,Vulnerable
3358033,12559,Macaca silenus,3.2,Species recovery,NA,Endangered
